Feature,Instance,LocX,LocY
1,1,6084.89,1558.67
1,2,8104.27,6676.57
1,3,1497.35,6117.32
1,4,4632.65,2156.87
1,5,8724.41,4428.19
1,6,3981.39,3854.97
1,7,3643.6,945.37
1,8,4111.22,6160.57
1,9,1554.88,6048.2
1,10,5324.69,2560.43
1,11,9490.02,281.12
1,12,6319.63,2022.81
1,13,5158.85,4752.08
1,14,2775.86,4076.15
1,15,3555.12,3869.52
1,16,6496.35,4468.87
1,17,4211.2,2971.71
1,18,8254.93,14.71
1,19,7231.43,7914.45
1,20,6176.61,9670.2
1,21,204.6,1217.42
1,22,1097.65,10004.65
1,23,5286.84,6050.37
1,24,149.12,6302.16
1,25,2040.65,2655.92
1,26,7251.86,3144.53
1,27,4755.14,5063.65
1,28,6185.76,9314.01
1,29,1579.5,4354.77
1,30,7669.25,3340.02
1,31,5369.79,8090.04
1,32,1522.42,3348.01
1,33,7491.25,936.67
1,34,4036.51,2445.62
1,35,329.33,2651.44
1,36,757.88,9546.07
1,37,6863.95,1612.71
1,38,2949.57,6539.83
1,39,8674.95,4012.04
1,40,2125.27,7540.43
1,41,3208.48,5158.86
1,42,3799.74,7728.2
1,43,8851.61,8101.19
1,44,8671.97,4003.22
1,45,2291.47,6924.06
1,46,6626.48,7299.3
1,47,6519.25,6342.13
1,48,1684.37,3031.34
1,49,931.41,8389.01
1,50,1594.53,5746.1
1,51,9652.37,6739.18
1,52,6254.93,1804.36
1,53,3222.49,6081.15
1,54,3310.07,9079.87
1,55,5351.9,3750.26
1,56,8492.96,1508.88
1,57,6132.22,7580.63
1,58,3266.49,8348.52
1,59,4082.81,4226.49
1,60,1956.86,6952.37
1,61,3146.55,4853.87
1,62,5352.61,3688.78
1,63,6217.23,1580.75
1,64,1486.87,8487.74
1,65,4147.33,2658.92
1,66,1805.54,5506.45
1,67,3937.8,1602.26
1,68,5161.11,8928.92
1,69,3355.72,2498.91
1,70,6956.63,1016.98
1,71,8251.23,299.43
1,72,6781.05,1188.81
1,73,9473.34,3367.69
1,74,879.4,5840.22
1,75,6826.72,8462.63
1,76,4828.29,6862.22
1,77,7328.9,6821.12
1,78,3411.17,3036.54
1,79,581.58,7850.92
1,80,4282.0,8983.28
1,81,7718.77,6809.61
1,82,7954.09,4505.04
1,83,3455.97,3042.82
1,84,9479.64,3689.93
1,85,1360.1,8263.0
1,86,6238.37,432.3
1,87,2743.19,9215.95
1,88,3924.74,7426.74
1,89,1920.83,2378.58
1,90,7083.82,2058.55
1,91,8777.07,3140.82
1,92,4852.9,3171.71
1,93,2711.85,9525.39
1,94,7211.15,2112.02
1,95,1898.55,2463.08
1,96,1037.4,684.13
1,97,6043.86,8887.91
1,98,9777.66,7518.38
1,99,73.42,7744.47
1,100,7593.36,5838.37
1,101,346.6,2878.38
1,102,2158.52,3211.67
1,103,1210.06,8729.54
1,104,3372.74,7487.26
1,105,9508.39,2220.58
1,106,1933.65,2710.71
1,107,5583.61,8109.64
1,108,9561.95,650.82
1,109,8720.69,6299.57
1,110,3647.16,2552.97
1,111,3471.3,682.13
1,112,8389.66,5552.34
1,113,4495.9,8756.56
1,114,5147.51,7672.67
1,115,2449.74,4420.77
1,116,5041.17,7859.75
1,117,2061.61,1951.09
1,118,8565.13,2622.03
1,119,2911.3,8560.85
1,120,7413.08,9796.71
1,121,8857.06,8242.11
1,122,5891.37,7550.7
1,123,2491.17,639.99
1,124,1212.34,4933.45
1,125,8556.24,467.27
1,126,8622.4,3860.98
1,127,5978.56,5583.32
1,128,9444.3,2268.88
1,129,60.68,3588.82
1,130,3152.94,4155.46
1,131,8888.95,7445.27
1,132,5213.57,7655.8
1,133,239.33,4646.87
1,134,3887.77,8974.9
1,135,1770.12,842.28
1,136,1224.41,8602.07
1,137,7039.37,8760.49
