Feature,Instance,LocX,LocY
1,1,7988.25,1403.22
1,2,6629.47,807.75
1,3,5954.12,7009.99
1,4,6331.81,2427.9
1,5,6198.05,439.17
1,6,6166.09,7263.73
1,7,6013.7,7862.57
1,8,7408.4,8064.45
1,9,1006.21,9237.8
1,10,8280.39,1917.88
1,11,4388.44,6068.99
1,12,4826.55,7922.53
1,13,2488.52,625.15
1,14,6608.64,547.59
1,15,3773.02,9510.93
1,16,1144.38,1306.61
1,17,7720.79,3403.13
1,18,7983.89,7999.36
1,19,3717.09,7624.42
1,20,7689.97,9471.66
1,21,9392.64,9551.51
1,22,2178.18,3155.84
1,23,3834.87,10004.48
1,24,5298.38,5348.99
1,25,4228.8,871.9
1,26,3400.0,1410.88
1,27,3018.68,1257.27
1,28,4305.21,9127.2
1,29,773.3,6574.45
1,30,6771.91,6678.49
1,31,1251.25,1421.51
1,32,9155.05,1215.08
1,33,7855.98,5519.08
1,34,3917.47,5565.61
1,35,2108.7,3743.29
1,36,6370.94,3141.95
1,37,5464.42,1849.86
1,38,5931.39,3391.51
1,39,2327.79,214.73
1,40,8475.38,9625.59
1,41,4150.58,895.88
1,42,6716.91,6853.21
1,43,7555.79,457.57
1,44,7142.64,783.76
1,45,5732.61,3773.33
1,46,4243.39,3534.43
1,47,5365.71,1755.46
1,48,9958.24,5855.93
1,49,5609.35,7562.21
1,50,3641.83,126.47
1,51,7228.04,4612.15
1,52,9493.79,5488.77
1,53,1858.24,6855.3
1,54,6496.93,2939.78
1,55,1319.84,6805.03
1,56,5636.86,887.71
1,57,7633.7,7387.85
1,58,5124.04,6614.07
1,59,1188.7,9641.74
1,60,6571.03,7141.21
1,61,4468.3,6132.97
1,62,2296.38,212.05
1,63,7315.19,285.29
1,64,8598.13,7807.73
1,65,9813.41,7111.78
1,66,6552.72,7479.48
1,67,27.48,4610.99
1,68,9505.6,58.75
1,69,8478.77,5766.08
1,70,3829.69,3144.13
1,71,9091.68,5424.11
1,72,2267.73,7500.09
1,73,7417.28,5321.5
1,74,6469.03,7390.4
1,75,8405.09,7210.74
1,76,3724.7,7908.14
1,77,8214.68,6977.73
1,78,1603.54,682.73
1,79,2518.12,5230.02
1,80,1058.75,8843.92
1,81,2582.6,6981.42
1,82,5573.53,2634.96
1,83,7628.16,885.16
1,84,5271.69,3557.98
1,85,1134.49,8952.12
1,86,8887.45,3575.42
1,87,7903.51,522.24
1,88,8249.03,3484.38
1,89,6636.73,3255.69
1,90,591.69,8626.04
1,91,3590.93,6148.24
1,92,7404.71,8292.06
1,93,6727.03,256.99
1,94,8942.57,2898.89
1,95,2073.32,1360.11
1,96,6365.63,364.02
1,97,3994.26,2301.09
1,98,6639.69,6427.58
1,99,8344.23,714.22
1,100,6476.76,7183.36
1,101,861.87,9423.05
1,102,5871.45,671.8
1,103,4605.6,3488.79
1,104,7776.52,7351.07
1,105,5628.64,5697.9
1,106,3484.79,1770.49
1,107,395.34,9263.34
1,108,9290.1,8585.72
1,109,2106.38,7164.68
1,110,747.97,6387.18
1,111,6953.18,5320.56
1,112,3173.59,6047.46
1,113,9250.63,428.37
1,114,1426.15,8987.63
1,115,4009.39,6724.64
1,116,2937.55,8463.93
1,117,6190.79,3271.99
1,118,8198.8,2735.99
1,119,1043.14,3398.9
1,120,3534.9,2357.67
1,121,3983.24,447.87
1,122,4102.28,6723.95
1,123,9412.49,2740.19
1,124,177.62,7033.22
1,125,9711.57,3291.53
1,126,1496.34,3111.25
1,127,6802.19,3674.11
1,128,5797.51,5435.78
1,129,7507.06,4527.29
1,130,9381.29,4647.53
1,131,5176.82,8433.0
1,132,823.94,4197.6
1,133,2161.26,1111.98
1,134,3024.84,6480.46
1,135,4628.89,5775.21
1,136,7616.91,7556.23
1,137,9698.57,8495.99
1,138,9524.17,8787.14
1,139,4469.71,5546.87
1,140,2982.43,1886.24
1,141,1131.46,3078.4
1,142,3084.24,4545.55
1,143,6468.04,3575.51
1,144,5502.56,1549.98
1,145,1404.9,3861.79
1,146,5604.48,826.03
1,147,4079.89,3723.87
1,148,3781.9,9726.16
1,149,9465.66,9202.0
1,150,382.72,6364.52
1,151,330.65,6497.82
1,152,1308.38,4885.25
1,153,721.21,3918.61
1,154,833.4,6782.56
1,155,8889.51,810.75
1,156,5255.66,967.35
1,157,8335.16,7318.08
1,158,7001.51,3317.99
1,159,9065.76,4325.71
1,160,3863.54,5686.76
1,161,1284.06,9700.52
1,162,1975.2,2025.87
1,163,3243.44,3277.95
1,164,1182.66,5633.84
1,165,7692.7,3072.16
1,166,9145.4,7473.64
1,167,9917.39,4431.32
1,168,4046.2,4488.78
1,169,4591.02,7889.75
1,170,3719.95,8922.34
1,171,1737.1,1835.59
1,172,8895.02,8342.47
1,173,8389.08,8791.48
1,174,337.5,8371.96
1,175,4074.45,5613.22
