Feature,Instance,LocX,LocY
1,1,8007.76,562.0
1,2,9178.5,7091.09
1,3,7124.92,9054.74
1,4,4359.54,8517.34
1,5,6084.57,6536.86
1,6,3685.37,287.49
1,7,4521.56,4140.84
1,8,2465.6,2735.81
1,9,9464.23,962.46
1,10,3263.47,6594.18
1,11,4828.59,4698.41
1,12,549.07,2286.03
1,13,6999.79,4003.92
1,14,8885.57,2033.61
1,15,6986.73,2172.19
1,16,1580.29,8554.84
1,17,593.3,4162.8
1,18,9634.18,7822.3
1,19,328.15,618.2
1,20,1092.99,1900.67
1,21,8271.89,4103.34
1,22,7107.79,272.53
1,23,2695.58,3051.64
1,24,2626.03,4473.04
1,25,2681.23,5532.36
1,26,7913.07,2177.56
1,27,6805.94,3901.78
1,28,5586.81,9945.22
1,29,1283.42,5615.02
1,30,6905.43,6800.5
1,31,2271.75,2998.62
1,32,3863.77,3728.01
1,33,5600.01,5713.68
1,34,3731.42,4138.95
1,35,1136.91,951.43
1,36,5798.41,4234.04
1,37,2900.83,1431.61
1,38,1972.46,3288.4
1,39,9161.0,6009.24
1,40,8843.76,5260.51
1,41,8265.86,8188.39
1,42,1224.16,1598.55
1,43,6853.94,5064.68
1,44,8182.1,3039.08
1,45,575.84,8393.27
1,46,9793.66,4194.79
1,47,5595.65,7766.48
1,48,6766.11,8599.63
1,49,2939.36,4453.93
1,50,6066.09,8923.15
1,51,1360.57,8775.58
1,52,8966.55,6552.06
1,53,8104.58,522.31
1,54,7100.39,687.76
1,55,7161.04,143.47
1,56,5087.47,7890.82
1,57,1984.31,6223.8
1,58,4383.79,2295.38
1,59,5203.92,5626.42
1,60,7944.08,4568.43
1,61,3054.0,2277.59
1,62,4920.02,3305.13
1,63,5473.06,4782.47
1,64,4408.13,8508.66
1,65,4096.55,7637.24
1,66,5125.07,478.82
1,67,5719.49,9172.95
1,68,3228.93,5446.67
1,69,6739.4,9944.13
1,70,6456.93,9394.13
1,71,8095.87,7932.98
1,72,6686.92,503.82
1,73,2287.59,4695.25
1,74,3314.44,2935.2
1,75,6188.06,3482.14
1,76,4975.84,7646.65
1,77,9290.72,7137.86
1,78,1259.99,4702.73
1,79,2110.19,5732.25
1,80,3396.15,3782.57
1,81,4488.0,7569.14
1,82,4738.06,4114.13
1,83,5430.02,480.45
1,84,6885.19,1286.68
1,85,8319.0,8413.26
1,86,8064.05,8808.48
1,87,2987.44,88.92
1,88,9766.04,3110.18
1,89,8122.44,3488.05
1,90,9728.6,5918.72
1,91,2437.04,6874.22
1,92,4867.38,2895.98
1,93,6203.77,2518.07
1,94,1617.44,8657.32
1,95,3769.4,642.25
1,96,354.73,8107.7
1,97,4349.1,3655.28
1,98,2715.16,3667.58
1,99,3664.61,9247.92
1,100,303.14,1461.27
1,101,6345.63,3029.43
1,102,104.47,327.36
1,103,8059.75,6027.56
