Feature,Instance,LocX,LocY
1,1,6369.67,5372.79
1,2,7276.18,3403.25
1,3,6478.8,9218.72
1,4,293.15,9048.87
1,5,4680.41,5344.02
1,6,8558.14,7744.53
1,7,7278.97,8232.36
1,8,9416.23,7771.77
1,9,7471.72,214.24
1,10,6907.22,9962.62
1,11,2227.79,1869.11
1,12,2876.22,2827.89
1,13,4480.9,2216.88
1,14,1065.91,264.65
1,15,9878.59,4895.73
1,16,2792.41,8668.55
1,17,4269.5,1499.89
1,18,1922.44,5161.16
1,19,6463.66,6300.78
1,20,8577.91,4695.98
1,21,5908.74,1574.31
1,22,9279.87,9176.94
1,23,3541.07,6884.93
1,24,5689.01,6560.03
1,25,1571.39,6241.94
1,26,3543.43,6685.38
1,27,9087.56,6735.17
1,28,8173.47,2064.82
1,29,9543.72,807.04
1,30,2841.93,7873.46
1,31,5993.71,129.1
1,32,9331.1,2262.03
1,33,8914.7,2187.74
1,34,6443.4,262.53
1,35,558.46,5458.06
1,36,2520.72,6489.74
1,37,9044.08,8138.29
1,38,799.68,8643.33
1,39,6079.88,6179.06
1,40,9380.02,3986.94
1,41,7953.14,899.78
1,42,5440.94,6802.48
1,43,2426.12,1786.59
1,44,224.96,2432.57
1,45,3981.61,7437.86
1,46,5696.47,5345.14
1,47,9717.19,9271.78
1,48,7674.96,8021.32
1,49,7579.08,6325.98
1,50,2231.51,6349.85
1,51,5544.63,1645.3
1,52,9681.85,2772.64
1,53,6591.79,4880.61
1,54,8500.91,5708.57
1,55,1206.61,9020.65
1,56,5753.42,1763.37
1,57,4137.31,6257.09
1,58,2906.83,2614.51
1,59,8067.84,9300.81
1,60,4785.4,7419.45
1,61,6310.72,6839.05
1,62,8331.27,7100.11
1,63,4354.13,7726.01
1,64,8332.94,5260.39
1,65,6003.39,1401.16
1,66,5305.87,7435.59
1,67,5812.87,7675.83
1,68,7878.71,7285.66
1,69,8866.48,1973.03
1,70,5517.01,5175.51
1,71,6926.27,1745.68
1,72,8446.77,746.99
1,73,759.53,7470.78
1,74,3455.8,9344.74
1,75,4938.99,8243.03
1,76,8831.92,4733.51
1,77,1830.38,11.79
1,78,3091.24,5492.07
1,79,5716.86,1442.87
1,80,9838.46,1484.67
1,81,278.86,2620.91
1,82,9343.04,9395.63
1,83,43.57,1292.67
1,84,3242.14,111.49
1,85,7714.11,1096.32
1,86,634.71,8479.72
1,87,4808.13,7115.79
1,88,5423.08,3299.61
1,89,9491.1,6994.2
1,90,9707.32,2318.61
1,91,9034.16,2953.74
1,92,9018.83,7717.61
1,93,4307.08,2533.88
1,94,7226.37,6136.69
1,95,9122.33,6924.25
1,96,8769.41,5244.9
1,97,7379.78,9744.05
1,98,1630.92,7952.15
1,99,4849.25,4624.56
1,100,2350.56,559.44
1,101,4482.42,9754.12
1,102,8892.78,4851.2
1,103,5745.37,9166.09
1,104,9985.03,8166.15
1,105,2731.53,9884.8
