Feature,Instance,LocX,LocY
1,1,226.48,232.39
1,2,414.72,956.7
1,3,100.74,817.94
1,4,876.82,189.34
1,5,806.65,103.45
1,6,628.34,375.96
1,7,159.65,304.91
1,8,753.48,890.39
1,9,338.82,32.7
1,10,312.29,817.87
1,11,33.36,654.02
1,12,139.68,877.52
1,13,40.84,884.21
1,14,632.59,62.27
1,15,850.98,542.19
1,16,560.97,485.68
1,17,373.53,760.24
1,18,212.94,522.24
1,19,82.39,526.74
1,20,597.96,648.25
1,21,879.71,939.69
1,22,670.61,966.94
1,23,654.22,874.03
1,24,381.34,1003.17
1,25,514.98,849.25
1,26,936.77,679.45
1,27,463.49,376.38
1,28,457.69,924.44
1,29,929.97,976.68
1,30,357.03,457.93
1,31,159.41,821.15
1,32,670.86,779.86
1,33,275.73,526.85
1,34,594.14,983.79
1,35,465.67,323.23
1,36,83.85,816.49
1,37,843.03,558.22
1,38,20.23,28.37
1,39,541.23,574.29
1,40,524.07,96.23
1,41,693.9,213.76
1,42,801.55,140.88
1,43,674.87,306.32
1,44,673.5,31.03
1,45,505.89,19.9
1,46,368.65,958.77
1,47,912.11,532.76
1,48,207.03,50.8
1,49,19.78,806.52
1,50,123.32,413.6
1,51,25.95,122.38
1,52,499.39,998.74
1,53,48.3,814.13
1,54,613.44,911.36
1,55,248.18,382.14
1,56,789.78,169.09
1,57,223.66,323.22
1,58,457.46,414.5
1,59,933.64,641.81
1,60,358.38,599.56
1,61,917.38,709.23
1,62,587.8,107.25
1,63,638.22,631.68
1,64,550.07,872.65
1,65,364.21,501.66
1,66,901.39,774.84
1,67,706.09,169.34
1,68,428.54,769.5
1,69,234.98,88.59
1,70,197.09,353.92
1,71,983.04,538.82
1,72,824.27,368.46
1,73,988.44,947.93
1,74,400.49,824.66
1,75,691.68,499.67
1,76,554.15,166.39
1,77,94.48,373.14
1,78,11.39,249.1
1,79,523.65,154.25
1,80,500.25,71.58
1,81,978.99,568.75
1,82,262.45,973.04
1,83,210.12,109.57
1,84,86.51,805.64
1,85,9.95,957.07
1,86,76.3,487.16
1,87,733.69,302.6
1,88,844.59,593.0
1,89,609.31,69.84
1,90,588.69,965.72
1,91,37.69,86.87
1,92,57.24,514.78
1,93,339.26,146.3
1,94,714.48,954.0
1,95,703.44,153.93
1,96,59.17,762.6
1,97,76.42,715.34
1,98,815.28,624.29
1,99,324.21,127.31
1,100,256.28,783.29
1,101,327.48,600.62
1,102,681.71,770.16
1,103,961.5,730.73
1,104,759.26,120.53
1,105,183.29,113.38
1,106,374.79,122.04
1,107,737.24,163.83
1,108,557.08,19.89
1,109,37.59,450.16
1,110,298.64,728.17
1,111,591.09,693.2
1,112,432.66,50.77
1,113,622.08,71.21
1,114,253.88,962.95
1,115,508.64,588.3
1,116,387.8,663.93
1,117,428.5,195.99
1,118,226.7,932.89
1,119,609.04,820.89
1,120,76.25,906.73
1,121,442.53,429.95
1,122,999.18,541.98
1,123,98.4,486.37
1,124,783.35,60.86
1,125,171.09,667.83
1,126,928.6,660.83
1,127,192.56,606.37
1,128,793.66,853.14
1,129,685.33,478.09
1,130,595.71,951.66
1,131,870.21,413.72
1,132,915.75,292.17
1,133,402.49,850.64
1,134,547.15,797.8
1,135,183.92,171.23
1,136,131.64,696.83
1,137,302.4,744.42
1,138,938.75,255.52
1,139,115.51,579.96
1,140,495.54,724.24
1,141,297.47,445.38
1,142,343.27,797.76
1,143,456.94,481.7
1,144,665.43,437.76
1,145,592.1,890.61
1,146,845.02,565.17
1,147,290.32,818.84
1,148,837.18,13.48
1,149,845.25,936.63
1,150,579.67,102.24
1,151,866.16,405.35
1,152,480.87,727.92
1,153,899.54,209.26
1,154,581.84,90.49
1,155,650.79,23.3
1,156,185.59,496.49
1,157,580.42,781.75
1,158,979.74,661.6
1,159,485.8,194.48
1,160,227.33,100.34
1,161,348.39,688.13
1,162,831.06,123.84
1,163,520.16,412.85
1,164,577.7,603.52
1,165,663.6,229.86
1,166,33.32,986.48
1,167,696.86,66.06
1,168,103.67,315.99
1,169,922.07,673.12
1,170,84.48,644.03
1,171,244.92,218.21
1,172,730.26,672.1
1,173,160.69,403.66
1,174,637.01,243.31
1,175,69.31,488.23
1,176,262.59,460.86
1,177,557.14,507.69
1,178,114.88,835.54
1,179,935.87,337.0
1,180,124.87,100.22
1,181,909.79,524.58
1,182,181.34,771.5
1,183,913.02,860.72
1,184,181.6,35.54
1,185,218.62,60.81
1,186,871.31,27.79
1,187,479.94,352.71
1,188,640.79,530.79
1,189,921.73,279.43
1,190,538.72,268.96
1,191,546.64,28.1
1,192,22.5,356.46
1,193,415.18,979.46
1,194,880.77,769.21
1,195,722.86,201.04
1,196,72.67,480.91
1,197,249.87,258.03
1,198,93.05,285.61
1,199,347.88,43.24
1,200,600.14,158.67
1,201,909.7,742.17
1,202,993.28,21.49
1,203,253.53,810.34
1,204,22.34,934.89
1,205,150.39,506.25
1,206,896.27,116.83
1,207,268.42,687.24
1,208,751.51,350.67
1,209,676.96,532.19
1,210,97.12,90.02
1,211,450.97,144.97
1,212,362.68,73.87
1,213,926.75,144.68
1,214,489.63,542.38
1,215,417.64,218.13
1,216,304.64,913.89
1,217,70.19,883.87
1,218,475.47,329.77
1,219,486.13,147.19
1,220,741.79,274.16
1,221,137.64,398.26
1,222,511.08,571.39
1,223,919.8,285.94
1,224,940.88,480.89
1,225,695.55,850.01
1,226,78.99,634.35
1,227,155.99,481.82
1,228,334.06,202.97
1,229,960.18,486.19
1,230,21.35,556.84
1,231,849.74,267.45
1,232,670.85,962.35
1,233,568.19,545.68
1,234,970.8,343.33
1,235,965.91,288.92
1,236,645.21,153.75
1,237,438.33,659.46
1,238,272.78,967.96
1,239,35.96,1001.96
1,240,773.7,807.22
1,241,569.5,230.02
1,242,469.67,496.93
1,243,71.75,765.73
1,244,175.28,901.51
1,245,696.0,671.65
1,246,163.42,228.93
1,247,567.72,390.43
1,248,731.22,826.01
1,249,912.95,865.62
1,250,1002.66,137.93
1,251,452.86,927.15
1,252,865.87,341.82
1,253,269.82,267.06
1,254,1000.58,54.38
1,255,393.68,127.7
1,256,898.36,305.28
1,257,120.13,657.7
1,258,480.69,251.52
1,259,853.21,293.11
1,260,399.24,904.72
1,261,388.82,77.89
1,262,160.28,718.42
1,263,681.29,241.65
