Feature,Instance,LocX,LocY
1,1,260.31,995.27
1,2,875.22,949.01
1,3,111.91,743.29
1,4,634.15,326.5
1,5,322.15,177.2
1,6,91.6,430.67
1,7,779.94,857.69
1,8,421.2,397.15
1,9,442.37,208.08
1,10,331.79,442.0
1,11,684.13,918.17
1,12,449.83,229.98
1,13,965.6,786.05
1,14,234.31,847.99
1,15,726.78,470.19
1,16,668.34,224.51
1,17,78.33,766.91
1,18,81.96,694.3
1,19,562.2,903.6
1,20,359.14,337.17
1,21,924.18,41.82
1,22,836.39,922.6
1,23,921.97,448.54
1,24,178.68,891.9
1,25,469.83,724.23
1,26,385.73,469.34
1,27,995.51,344.23
1,28,187.67,218.53
1,29,892.49,805.75
1,30,482.72,678.18
1,31,941.61,37.44
1,32,426.57,315.18
1,33,250.12,947.35
1,34,858.16,48.4
1,35,80.85,166.99
1,36,816.93,342.08
1,37,889.01,752.25
1,38,619.68,469.94
1,39,582.64,674.79
1,40,121.07,733.78
1,41,543.66,154.11
1,42,52.44,554.67
1,43,734.83,76.52
1,44,321.55,560.69
1,45,778.85,486.43
1,46,275.19,813.54
1,47,875.56,469.7
1,48,383.81,452.98
1,49,202.61,670.84
1,50,234.21,435.9
1,51,631.61,593.23
1,52,935.81,448.27
1,53,957.99,405.41
1,54,203.68,571.67
1,55,558.68,167.68
1,56,510.29,714.72
1,57,393.27,388.5
1,58,708.4,334.36
1,59,517.98,636.17
1,60,308.17,689.8
1,61,77.9,388.82
1,62,914.78,81.23
1,63,185.25,143.09
1,64,35.89,969.02
1,65,731.64,33.66
1,66,940.23,240.57
1,67,546.44,191.69
1,68,730.57,240.24
1,69,771.48,629.07
1,70,576.56,65.21
1,71,956.6,222.94
1,72,860.31,261.45
1,73,629.24,343.99
1,74,451.59,163.13
1,75,870.37,242.26
1,76,911.45,366.56
1,77,534.11,143.86
1,78,422.18,111.11
1,79,595.88,863.49
1,80,327.14,168.66
1,81,307.81,201.69
1,82,98.11,150.22
1,83,524.77,864.2
1,84,344.78,991.9
1,85,630.22,230.88
1,86,314.14,532.81
1,87,585.95,806.08
1,88,844.56,919.56
1,89,293.89,172.76
1,90,69.9,761.91
1,91,412.04,865.96
1,92,607.65,32.15
1,93,282.64,299.84
1,94,872.23,891.84
1,95,715.85,947.45
1,96,741.78,234.86
1,97,415.67,84.88
1,98,477.38,725.62
1,99,544.79,693.58
1,100,726.0,655.06
1,101,640.95,107.83
1,102,453.86,626.03
1,103,641.29,464.88
1,104,384.84,997.05
1,105,388.99,264.14
1,106,534.93,692.25
1,107,328.93,112.85
1,108,136.65,394.11
1,109,661.09,727.82
1,110,987.06,315.0
1,111,273.31,363.54
1,112,589.81,960.55
1,113,308.3,722.19
1,114,548.31,913.05
1,115,634.6,912.56
1,116,709.64,421.08
1,117,950.42,850.07
1,118,351.59,900.69
1,119,503.1,980.56
1,120,610.02,886.56
1,121,626.62,577.05
1,122,589.19,125.25
1,123,946.74,276.38
1,124,280.86,912.88
1,125,654.34,612.01
1,126,963.22,883.96
1,127,87.89,588.52
1,128,864.55,87.65
1,129,880.51,750.14
1,130,767.21,105.77
1,131,771.04,191.89
1,132,747.44,1.66
1,133,315.04,284.89
1,134,170.18,977.9
1,135,153.88,55.65
1,136,793.85,244.62
1,137,193.82,3.56
1,138,119.96,317.18
1,139,86.76,837.89
1,140,271.42,368.61
1,141,142.32,546.19
1,142,336.34,155.42
1,143,268.76,712.16
1,144,449.26,326.48
1,145,94.1,125.27
1,146,585.96,817.85
1,147,985.21,857.38
1,148,336.13,300.99
1,149,50.84,671.04
1,150,494.39,915.34
1,151,367.63,708.24
1,152,67.35,529.61
1,153,569.92,114.96
1,154,317.96,762.74
1,155,275.08,693.63
1,156,29.78,993.58
1,157,219.73,368.62
1,158,293.83,929.01
1,159,742.62,74.57
1,160,199.92,951.76
1,161,578.98,323.96
1,162,641.48,539.55
1,163,948.75,518.66
1,164,142.29,536.52
1,165,241.2,708.83
1,166,822.47,728.82
1,167,596.05,781.91
1,168,968.24,714.63
1,169,747.05,29.7
1,170,656.01,270.63
1,171,567.33,540.88
1,172,209.35,842.81
1,173,263.65,302.08
1,174,601.11,248.4
1,175,566.58,807.83
1,176,904.37,409.88
1,177,266.29,694.04
1,178,462.59,951.82
1,179,389.16,474.5
1,180,184.01,845.03
1,181,146.0,989.18
1,182,208.87,688.36
1,183,956.06,269.79
1,184,84.59,139.75
1,185,789.56,121.6
1,186,966.26,912.77
1,187,363.73,798.94
1,188,387.02,535.17
1,189,59.03,267.43
1,190,156.13,279.91
1,191,469.79,546.74
1,192,149.65,580.13
1,193,913.25,487.71
1,194,212.49,396.27
1,195,102.3,470.86
1,196,196.25,539.26
1,197,525.57,573.1
1,198,187.33,531.99
1,199,615.96,667.26
1,200,168.01,904.95
1,201,984.95,242.79
1,202,51.11,78.79
1,203,385.42,744.32
1,204,883.5,744.94
1,205,166.94,599.33
1,206,135.58,276.82
1,207,699.37,796.17
1,208,31.87,873.17
1,209,272.57,424.68
1,210,485.78,921.76
1,211,77.69,646.71
1,212,752.63,704.85
1,213,191.54,581.66
1,214,690.12,67.45
1,215,8.04,629.33
1,216,592.92,416.71
1,217,373.69,858.68
1,218,124.61,66.31
1,219,387.35,413.7
1,220,689.75,837.25
1,221,71.81,311.14
1,222,342.22,153.69
1,223,169.95,556.96
1,224,819.72,195.95
1,225,841.82,210.58
1,226,549.59,776.03
1,227,574.92,133.12
1,228,74.09,95.81
1,229,762.78,441.87
1,230,900.03,999.66
1,231,807.12,160.99
1,232,959.36,699.61
1,233,775.0,566.12
1,234,97.17,66.9
1,235,809.18,237.95
1,236,955.08,896.96
1,237,356.17,60.49
1,238,408.25,801.93
1,239,594.55,822.18
1,240,242.02,514.47
1,241,869.4,804.67
1,242,395.5,776.07
1,243,344.43,884.56
1,244,197.63,559.79
1,245,32.19,476.89
1,246,135.05,677.23
1,247,80.78,634.5
1,248,955.75,41.83
1,249,661.42,620.51
1,250,871.95,698.25
1,251,515.05,837.63
1,252,926.96,480.32
1,253,587.83,98.32
1,254,123.3,737.68
1,255,436.33,947.06
1,256,747.96,971.7
1,257,197.07,183.14
1,258,130.09,709.9
1,259,366.8,429.25
1,260,13.3,458.67
1,261,176.46,923.68
1,262,704.05,835.6
1,263,408.85,669.79
1,264,268.68,228.97
1,265,13.54,332.38
1,266,630.71,391.11
1,267,42.3,279.1
1,268,858.66,856.25
1,269,104.24,421.16
1,270,830.55,809.89
1,271,519.72,567.31
1,272,749.16,529.28
1,273,18.88,434.44
1,274,15.11,235.64
1,275,151.16,631.74
1,276,492.27,151.23
1,277,26.0,25.03
1,278,725.85,937.17
1,279,604.49,161.97
1,280,539.16,217.29
1,281,13.57,714.21
1,282,365.1,397.33
1,283,316.76,485.69
1,284,871.35,114.52
1,285,978.96,42.89
1,286,883.81,619.17
1,287,878.67,268.58
1,288,666.84,977.39
1,289,187.28,64.44
1,290,640.28,760.45
1,291,890.7,990.95
1,292,608.75,216.73
1,293,652.96,373.58
1,294,31.62,753.58
1,295,86.83,298.87
1,296,392.41,134.81
1,297,620.36,901.56
1,298,176.71,589.88
1,299,590.32,621.59
1,300,410.46,177.57
1,301,345.01,889.17
1,302,96.43,152.96
1,303,727.61,360.14
1,304,172.35,953.24
1,305,684.26,582.41
1,306,35.83,93.78
1,307,37.53,923.17
1,308,441.16,732.82
1,309,598.51,486.46
1,310,61.18,257.8
1,311,114.75,671.55
1,312,649.44,403.01
1,313,56.83,720.09
1,314,274.15,843.9
1,315,649.07,848.5
1,316,706.42,331.1
1,317,395.65,478.08
1,318,807.72,10.14
1,319,582.65,834.84
1,320,500.85,293.43
1,321,586.52,885.65
1,322,634.26,628.44
1,323,702.61,15.59
1,324,319.49,352.22
1,325,930.96,917.19
1,326,331.38,352.65
1,327,792.92,662.08
1,328,351.5,176.28
1,329,463.15,836.24
1,330,414.49,139.64
1,331,924.49,539.9
1,332,857.69,607.78
1,333,246.22,988.08
1,334,454.54,506.34
1,335,896.72,177.23
1,336,564.21,743.02
1,337,564.84,983.91
1,338,292.47,872.51
1,339,917.16,438.83
1,340,304.51,137.72
1,341,793.19,470.32
1,342,887.55,246.22
1,343,289.49,654.16
1,344,455.43,275.65
1,345,50.47,29.25
1,346,887.14,824.08
1,347,835.32,39.02
1,348,526.44,759.09
1,349,638.05,376.49
1,350,111.62,167.95
1,351,798.17,764.52
1,352,200.0,388.32
1,353,381.12,781.79
1,354,196.94,972.05
1,355,729.42,987.09
1,356,832.73,839.23
1,357,689.68,621.03
1,358,716.4,852.46
1,359,408.73,522.45
1,360,60.91,770.79
1,361,905.5,774.7
1,362,132.48,480.53
1,363,284.87,611.17
1,364,852.92,33.45
1,365,699.69,853.65
1,366,526.68,381.51
1,367,905.93,982.6
1,368,896.65,47.08
1,369,687.87,114.53
1,370,191.43,147.7
1,371,483.56,931.35
1,372,1011.37,304.04
1,373,63.71,377.07
1,374,971.8,176.22
1,375,223.91,294.36
1,376,466.64,923.94
1,377,628.08,184.79
1,378,340.11,583.82
1,379,669.26,44.43
1,380,983.15,299.72
1,381,169.16,484.06
1,382,690.56,769.94
1,383,163.17,216.82
1,384,713.81,708.33
1,385,328.16,812.6
1,386,299.25,322.81
1,387,44.0,317.13
1,388,345.23,490.49
1,389,769.12,677.54
1,390,233.52,458.25
1,391,565.49,818.87
1,392,613.15,699.94
1,393,152.02,944.46
1,394,380.52,329.59
1,395,757.89,685.33
1,396,414.08,110.26
1,397,158.27,558.27
1,398,750.16,587.69
1,399,131.66,720.51
1,400,100.84,945.62
1,401,383.58,702.09
1,402,158.12,575.7
1,403,395.83,447.34
1,404,393.56,511.9
1,405,665.24,97.99
1,406,777.34,717.21
1,407,486.01,758.23
1,408,735.61,999.57
1,409,983.85,785.15
1,410,493.41,212.86
1,411,325.8,838.47
1,412,732.08,431.15
1,413,118.05,372.47
1,414,339.63,126.51
1,415,942.95,847.54
1,416,895.99,907.09
1,417,67.12,294.68
1,418,44.97,831.37
1,419,618.34,551.85
1,420,605.09,744.89
1,421,5.28,461.6
