Feature,Instance,LocX,LocY
1,1,443.28,573.48
1,2,92.24,524.21
1,3,241.81,544.59
1,4,581.01,39.03
1,5,955.47,968.12
1,6,193.77,487.02
1,7,709.38,673.93
1,8,841.98,296.79
1,9,74.55,592.82
1,10,207.42,764.46
1,11,231.47,685.47
1,12,106.4,284.18
1,13,510.68,184.43
1,14,977.55,264.92
1,15,255.01,883.98
1,16,830.51,483.81
1,17,446.64,987.23
1,18,248.46,922.73
1,19,796.31,997.54
1,20,384.39,587.82
1,21,218.29,76.17
1,22,686.46,645.69
1,23,205.57,796.17
1,24,821.44,466.42
1,25,781.23,43.34
1,26,7.3,280.64
1,27,639.69,801.77
1,28,790.03,164.32
1,29,212.28,350.33
1,30,544.78,686.79
1,31,201.93,131.41
1,32,267.22,231.02
1,33,282.08,496.8
1,34,818.65,733.58
1,35,317.21,247.65
1,36,515.59,823.4
1,37,693.19,293.78
1,38,355.42,835.17
1,39,772.23,214.48
1,40,972.43,554.77
1,41,146.84,322.82
1,42,373.62,650.43
1,43,553.16,3.47
1,44,247.06,702.93
1,45,264.77,129.39
1,46,613.31,61.83
1,47,384.25,106.03
1,48,940.33,596.0
1,49,325.55,419.55
1,50,646.85,722.58
1,51,960.23,330.8
1,52,561.0,570.61
1,53,142.23,293.9
1,54,477.24,879.36
1,55,590.56,90.0
1,56,137.94,76.89
1,57,313.92,9.83
1,58,784.86,532.55
1,59,194.78,393.1
1,60,257.78,309.7
1,61,594.04,840.58
1,62,931.23,1005.65
1,63,837.45,44.44
1,64,273.04,979.04
1,65,769.4,608.48
1,66,901.3,594.25
1,67,264.74,208.3
1,68,672.09,763.77
1,69,215.67,208.43
1,70,964.03,373.05
1,71,919.84,432.78
1,72,239.11,958.48
1,73,43.3,166.51
1,74,174.42,118.88
1,75,379.6,288.39
1,76,773.82,610.76
1,77,404.5,499.37
1,78,500.37,451.1
1,79,589.04,162.53
1,80,320.07,930.54
1,81,523.94,819.46
1,82,928.51,821.2
1,83,91.93,885.38
1,84,632.26,76.68
1,85,358.27,29.95
1,86,938.43,103.69
1,87,649.16,660.69
1,88,128.43,888.29
1,89,466.97,435.41
1,90,163.13,633.13
1,91,890.69,601.37
1,92,165.25,698.07
1,93,771.74,173.84
1,94,403.86,623.27
1,95,418.62,256.22
1,96,687.93,569.89
1,97,296.6,681.2
1,98,725.0,674.45
1,99,535.76,574.54
1,100,529.9,233.5
1,101,621.21,858.49
1,102,955.96,820.81
1,103,1009.91,59.52
1,104,187.24,801.54
1,105,375.82,179.18
1,106,982.2,841.07
1,107,280.97,751.77
1,108,813.38,1005.18
1,109,471.75,610.6
1,110,293.26,392.97
1,111,95.46,68.14
1,112,519.95,518.02
1,113,449.72,292.32
1,114,563.1,682.31
1,115,270.02,29.03
1,116,222.14,140.72
1,117,177.66,887.56
1,118,183.89,461.92
1,119,729.75,646.66
1,120,970.57,98.95
1,121,775.22,551.84
1,122,762.4,217.58
1,123,276.92,410.5
1,124,522.85,677.33
1,125,854.0,350.61
1,126,803.37,386.89
1,127,230.37,213.96
1,128,798.04,169.88
1,129,199.74,262.61
1,130,75.67,380.85
1,131,22.38,801.57
1,132,106.71,391.66
1,133,316.09,395.68
1,134,659.13,223.71
1,135,71.23,89.48
1,136,537.11,131.44
1,137,983.52,553.33
1,138,26.62,89.53
1,139,267.91,25.39
1,140,112.34,136.74
1,141,82.73,615.83
1,142,602.83,1005.21
1,143,700.11,298.31
1,144,526.36,890.3
1,145,638.93,231.79
1,146,688.43,621.85
1,147,64.05,111.38
