Feature,Instance,LocX,LocY
1,1,390.28,529.64
1,2,211.61,676.53
1,3,30.11,518.39
1,4,88.15,448.76
1,5,165.54,628.66
1,6,364.1,83.89
1,7,973.99,682.99
1,8,187.04,850.71
1,9,121.13,497.73
1,10,438.54,310.89
1,11,333.04,257.89
1,12,252.86,689.02
1,13,606.64,418.15
1,14,296.66,768.01
1,15,114.33,163.95
1,16,277.49,76.88
1,17,448.76,656.16
1,18,227.18,382.27
1,19,176.25,805.14
1,20,344.14,101.55
1,21,317.98,584.41
1,22,282.72,495.23
1,23,787.14,298.42
1,24,837.49,766.0
1,25,93.83,198.98
1,26,973.34,322.88
1,27,500.33,787.76
1,28,374.99,206.68
1,29,1000.73,583.33
1,30,324.69,226.23
1,31,90.32,673.61
1,32,226.89,518.11
1,33,704.2,829.19
1,34,831.73,772.83
1,35,409.41,407.33
1,36,305.46,475.22
1,37,704.95,165.14
1,38,598.45,981.5
1,39,700.85,322.96
1,40,86.8,827.27
1,41,936.86,876.55
1,42,734.75,898.31
1,43,393.06,199.33
1,44,295.63,626.34
1,45,541.08,129.6
1,46,844.46,599.95
1,47,250.98,976.37
1,48,511.09,441.92
1,49,731.97,143.33
1,50,88.31,854.07
1,51,74.33,350.52
1,52,912.41,95.57
1,53,749.58,934.07
1,54,287.63,517.8
1,55,799.34,522.54
1,56,458.76,111.7
1,57,620.17,234.57
1,58,751.84,896.34
1,59,903.11,292.04
1,60,910.73,178.52
1,61,603.71,99.78
1,62,972.49,429.51
1,63,868.04,677.56
1,64,939.98,844.85
1,65,629.45,296.49
1,66,379.56,624.05
1,67,493.44,190.57
1,68,700.6,676.86
1,69,526.16,552.43
1,70,867.05,531.27
1,71,333.69,681.58
1,72,254.99,141.18
1,73,219.05,609.2
1,74,171.67,279.09
1,75,534.2,536.36
1,76,357.07,743.4
1,77,198.79,812.52
1,78,967.06,432.82
1,79,969.76,287.04
1,80,470.54,448.43
1,81,811.66,469.72
1,82,229.86,889.53
1,83,260.19,30.12
1,84,857.61,720.69
1,85,771.63,532.43
1,86,1005.38,745.71
1,87,40.39,60.97
1,88,826.43,914.91
1,89,260.3,203.41
1,90,557.85,916.44
1,91,369.16,916.66
1,92,514.46,544.93
1,93,162.05,87.33
1,94,407.18,217.76
1,95,872.06,591.88
1,96,448.78,880.55
1,97,340.35,673.46
1,98,284.66,38.56
1,99,739.65,273.72
1,100,712.21,308.87
1,101,59.79,890.19
1,102,321.78,564.23
1,103,746.4,936.63
1,104,343.04,395.42
1,105,346.16,504.31
1,106,379.28,754.95
1,107,644.48,7.14
1,108,413.27,284.19
1,109,24.07,71.55
1,110,55.37,50.67
1,111,808.29,806.95
1,112,875.83,693.95
1,113,200.45,886.89
1,114,335.01,946.69
1,115,116.38,811.45
1,116,93.8,875.23
1,117,111.4,37.34
1,118,382.88,505.16
1,119,227.2,719.4
1,120,178.34,258.88
1,121,176.16,186.17
1,122,351.78,384.75
1,123,815.62,320.1
1,124,114.36,980.8
1,125,553.7,125.37
1,126,463.12,35.61
1,127,863.08,507.13
1,128,611.18,166.84
1,129,449.13,543.3
1,130,678.81,177.17
1,131,358.44,158.26
1,132,795.38,860.69
1,133,393.16,202.97
1,134,189.19,13.88
1,135,567.18,747.48
1,136,967.39,452.86
1,137,896.18,284.53
1,138,582.31,350.71
1,139,468.99,87.04
1,140,852.23,265.52
1,141,871.56,964.63
1,142,461.05,381.12
1,143,225.34,573.15
1,144,113.97,91.79
1,145,425.9,38.64
1,146,513.06,964.59
1,147,888.4,546.08
1,148,659.77,587.37
1,149,650.53,107.17
1,150,923.63,33.04
1,151,387.96,463.96
1,152,817.93,206.79
1,153,682.73,310.19
1,154,640.24,69.26
1,155,683.38,686.66
1,156,945.94,126.37
1,157,219.39,506.73
1,158,572.7,143.17
1,159,24.29,739.71
1,160,881.99,217.33
1,161,431.9,655.88
1,162,721.73,310.96
1,163,433.58,384.04
1,164,537.41,812.15
1,165,927.45,75.94
1,166,880.47,315.14
1,167,556.09,971.48
1,168,707.07,784.76
1,169,661.23,397.36
1,170,83.99,821.87
1,171,143.75,133.85
1,172,390.09,56.91
1,173,985.42,379.24
1,174,263.88,618.59
1,175,160.54,193.86
1,176,565.08,715.58
1,177,304.21,13.25
1,178,707.29,582.52
1,179,850.9,882.69
1,180,818.01,663.0
1,181,558.68,525.06
1,182,711.43,444.82
1,183,388.11,141.03
1,184,362.03,106.52
1,185,672.25,956.46
1,186,827.43,974.43
1,187,966.0,300.23
1,188,94.56,736.42
1,189,428.45,356.98
1,190,565.12,985.45
1,191,681.26,510.69
1,192,189.28,856.8
1,193,264.07,313.45
1,194,228.35,562.16
1,195,944.54,653.42
1,196,336.3,522.32
1,197,346.11,521.89
1,198,475.08,185.67
1,199,236.61,592.94
1,200,901.94,368.38
1,201,376.78,839.19
1,202,457.83,929.02
1,203,91.0,209.92
1,204,642.85,666.69
1,205,334.35,679.17
1,206,192.71,198.03
1,207,303.9,10.32
1,208,453.35,449.33
1,209,795.41,407.54
1,210,824.71,826.71
1,211,39.33,175.31
