Feature,Instance,LocX,LocY
1,1,390.03,996.76
1,2,610.84,264.47
1,3,66.45,671.78
1,4,598.44,782.63
1,5,513.31,466.81
1,6,440.66,423.85
1,7,890.14,344.88
1,8,57.93,1003.6
1,9,271.82,81.22
1,10,168.4,324.55
1,11,339.0,376.22
1,12,956.35,113.58
1,13,365.12,292.71
1,14,527.35,793.06
1,15,419.2,167.04
1,16,155.88,821.27
1,17,793.74,86.6
1,18,652.74,347.53
1,19,97.92,220.1
1,20,570.04,784.42
1,21,785.25,48.83
1,22,596.03,864.49
1,23,395.74,926.86
1,24,253.28,576.54
1,25,880.8,478.33
1,26,228.56,736.07
1,27,660.67,818.71
1,28,392.69,686.41
1,29,924.97,95.7
1,30,992.95,52.75
1,31,242.0,285.9
1,32,755.09,929.73
1,33,305.76,81.95
1,34,884.31,622.88
1,35,903.3,507.59
1,36,604.51,347.8
1,37,615.83,764.04
1,38,828.28,651.25
1,39,1003.59,526.51
1,40,331.31,876.21
1,41,680.39,327.67
1,42,948.97,546.39
1,43,655.31,601.93
1,44,491.11,350.91
1,45,912.28,493.22
1,46,82.7,504.88
1,47,386.75,162.54
1,48,154.59,601.37
1,49,736.66,724.74
1,50,376.87,705.13
1,51,789.14,208.84
1,52,958.49,977.76
1,53,715.3,298.49
1,54,625.51,72.79
1,55,106.72,436.64
1,56,461.92,169.22
1,57,350.07,521.0
1,58,686.4,157.49
1,59,126.24,548.44
1,60,356.41,803.36
1,61,818.49,113.56
1,62,53.17,811.82
1,63,921.11,930.37
1,64,832.72,648.43
1,65,412.59,561.04
1,66,297.95,625.39
1,67,648.23,748.86
1,68,604.98,213.85
1,69,272.42,207.34
1,70,564.35,624.98
1,71,506.14,998.49
1,72,851.35,133.99
1,73,358.73,37.71
1,74,735.63,995.86
1,75,615.8,148.07
1,76,802.44,702.96
1,77,104.95,405.8
1,78,375.72,819.3
1,79,399.56,209.84
1,80,198.71,702.05
1,81,220.76,113.88
1,82,894.76,166.57
1,83,45.1,829.93
1,84,853.12,219.04
1,85,377.76,424.57
1,86,752.66,301.26
1,87,158.92,986.11
1,88,704.03,790.25
1,89,450.85,201.52
1,90,290.05,547.71
1,91,640.45,115.77
1,92,780.74,648.03
1,93,65.43,505.91
1,94,310.57,818.85
1,95,312.18,194.15
1,96,656.58,104.45
1,97,26.18,31.59
1,98,369.6,208.37
1,99,815.33,159.03
1,100,276.91,221.97
1,101,212.9,95.99
1,102,613.5,674.67
1,103,370.99,314.12
1,104,300.04,190.31
1,105,483.15,236.72
1,106,91.04,332.68
1,107,227.3,968.07
1,108,474.39,516.15
1,109,877.74,353.92
1,110,237.07,440.41
1,111,420.98,496.48
1,112,263.43,232.83
1,113,999.78,553.68
1,114,783.06,637.58
1,115,643.95,90.96
1,116,694.55,399.32
1,117,79.13,631.36
1,118,334.81,633.66
1,119,821.94,691.57
1,120,544.19,439.25
1,121,322.06,688.95
1,122,386.02,171.61
1,123,126.25,455.41
1,124,685.61,146.23
1,125,424.71,997.73
1,126,421.12,27.81
1,127,721.25,714.03
1,128,160.22,140.81
1,129,127.23,253.84
1,130,92.61,595.24
1,131,994.6,770.99
1,132,978.94,9.69
1,133,602.33,282.84
1,134,48.77,729.41
1,135,24.66,222.83
1,136,57.98,37.23
1,137,331.14,814.05
1,138,973.8,348.29
1,139,26.65,649.43
1,140,384.96,854.26
1,141,190.9,124.03
1,142,842.52,615.82
1,143,110.79,36.12
1,144,744.83,317.8
1,145,182.7,608.42
1,146,47.22,475.55
1,147,488.23,154.93
1,148,610.9,895.99
1,149,710.52,710.95
1,150,884.67,13.09
1,151,286.44,243.3
1,152,664.22,858.82
1,153,56.68,912.21
1,154,80.87,85.61
1,155,48.78,799.51
1,156,240.69,48.45
1,157,729.81,315.76
1,158,652.16,103.72
1,159,825.72,669.89
1,160,900.89,837.95
1,161,830.7,641.63
1,162,71.09,456.75
1,163,937.6,501.65
1,164,282.65,453.65
1,165,782.67,361.7
1,166,408.66,796.37
1,167,759.33,361.41
1,168,396.08,702.95
1,169,173.8,217.97
1,170,498.95,921.3
1,171,34.95,476.1
1,172,17.06,295.03
1,173,463.11,760.39
1,174,163.16,745.61
1,175,858.79,45.51
1,176,201.67,281.55
1,177,1001.71,743.38
1,178,69.53,758.58
1,179,884.06,813.64
1,180,804.17,524.9
1,181,707.44,316.06
1,182,679.17,711.39
1,183,897.97,972.63
1,184,433.41,858.15
1,185,30.05,193.99
1,186,887.88,54.3
1,187,786.78,28.75
1,188,570.52,209.92
1,189,985.97,578.43
1,190,220.94,542.23
1,191,173.42,948.29
1,192,947.4,169.73
1,193,634.78,644.91
1,194,742.12,145.63
1,195,218.41,143.94
1,196,646.92,572.59
1,197,494.94,572.3
1,198,392.54,422.86
1,199,334.41,658.84
1,200,638.79,719.82
1,201,95.11,459.08
1,202,928.87,731.93
1,203,889.14,921.3
1,204,297.43,572.91
1,205,910.31,865.4
1,206,527.83,803.21
1,207,776.03,761.14
1,208,316.93,11.2
