Feature,Instance,LocX,LocY
1,1,305.9,434.62
1,2,26.31,462.74
1,3,291.4,349.78
1,4,185.43,467.12
1,5,216.36,730.33
1,6,82.1,359.48
1,7,206.61,556.44
1,8,300.33,427.86
1,9,342.45,60.04
1,10,815.6,379.79
1,11,885.22,149.94
1,12,679.78,542.78
1,13,722.06,1008.18
1,14,699.87,954.07
1,15,910.32,877.9
1,16,533.1,226.9
1,17,106.14,821.22
1,18,642.94,966.14
1,19,950.28,472.96
1,20,217.15,907.21
1,21,875.39,924.73
1,22,596.89,883.18
1,23,921.54,748.22
1,24,298.9,532.69
1,25,333.13,848.47
1,26,748.06,827.7
1,27,686.35,693.92
1,28,353.98,656.12
1,29,32.23,496.51
1,30,924.51,920.09
1,31,843.36,509.45
1,32,87.08,841.44
1,33,543.61,537.36
1,34,426.26,771.44
1,35,725.27,233.76
1,36,631.84,450.24
1,37,494.1,754.4
1,38,828.04,489.01
1,39,310.18,1008.5
1,40,453.77,196.3
1,41,429.09,189.26
1,42,619.11,65.83
1,43,684.84,672.16
1,44,702.79,154.43
1,45,678.57,196.89
1,46,83.66,170.36
1,47,256.13,337.5
1,48,489.79,230.55
1,49,727.26,569.88
1,50,91.95,285.61
1,51,736.66,851.25
1,52,913.64,402.84
1,53,914.91,199.36
1,54,563.9,461.15
1,55,611.17,631.85
1,56,843.44,933.99
1,57,624.39,372.84
1,58,81.69,601.36
1,59,127.23,98.23
1,60,563.66,703.18
1,61,551.75,958.44
1,62,372.22,319.03
1,63,524.08,877.28
1,64,240.93,413.6
1,65,351.3,410.72
1,66,529.02,911.54
1,67,556.8,166.07
1,68,38.7,130.24
1,69,767.65,496.22
1,70,836.15,193.89
1,71,133.26,823.28
1,72,308.33,326.33
1,73,64.0,638.62
1,74,952.32,870.38
1,75,686.15,308.28
1,76,94.43,887.4
1,77,223.06,166.13
1,78,318.95,560.94
1,79,890.81,296.51
1,80,752.54,130.5
1,81,745.08,159.06
1,82,566.52,559.1
1,83,564.89,367.71
1,84,811.06,424.52
1,85,735.45,477.74
1,86,41.69,392.55
1,87,599.14,240.18
1,88,612.23,988.42
1,89,639.25,77.18
1,90,120.44,67.77
1,91,931.42,628.49
1,92,81.69,547.69
1,93,684.99,739.71
1,94,907.37,531.41
1,95,298.52,103.82
1,96,447.33,280.66
1,97,897.86,742.23
1,98,255.34,733.91
1,99,38.49,237.64
1,100,971.62,824.9
1,101,384.86,540.58
1,102,453.45,580.66
1,103,601.29,270.07
1,104,565.46,525.18
1,105,562.61,315.34
1,106,972.76,679.44
1,107,731.45,181.84
1,108,86.38,124.02
1,109,515.96,876.49
1,110,153.9,788.28
1,111,108.38,667.14
1,112,642.17,851.58
1,113,12.61,879.2
1,114,695.36,189.06
1,115,634.18,402.62
1,116,729.73,215.67
1,117,962.47,925.2
1,118,388.05,291.95
1,119,110.91,723.78
1,120,948.33,243.8
1,121,673.86,260.03
1,122,173.85,723.01
1,123,241.9,173.97
1,124,971.63,268.83
1,125,507.77,317.33
1,126,608.28,341.65
1,127,558.35,43.32
1,128,51.39,292.08
1,129,457.27,942.87
1,130,657.41,815.62
1,131,304.19,927.22
1,132,399.73,266.55
1,133,746.42,757.48
1,134,356.63,217.59
1,135,814.95,931.41
1,136,710.64,138.01
1,137,921.16,81.67
1,138,774.08,102.43
1,139,519.71,443.59
1,140,477.32,248.58
1,141,262.49,253.08
1,142,347.19,686.88
1,143,362.87,348.99
1,144,570.6,148.13
1,145,684.75,344.2
1,146,823.97,435.99
1,147,936.75,62.16
1,148,787.51,830.77
1,149,666.36,658.75
1,150,641.17,413.43
1,151,463.99,315.08
1,152,766.0,600.85
1,153,542.04,820.16
1,154,281.42,415.26
1,155,597.25,263.27
1,156,193.5,906.47
1,157,763.35,607.74
1,158,374.12,216.72
1,159,231.03,493.98
1,160,447.55,567.98
1,161,181.56,591.72
1,162,190.16,803.06
1,163,247.92,842.97
1,164,757.49,183.76
1,165,623.16,354.96
1,166,688.46,820.46
1,167,453.11,562.03
1,168,457.59,849.51
1,169,633.57,595.05
1,170,529.72,947.44
1,171,973.12,471.75
1,172,33.39,968.74
1,173,334.76,737.43
1,174,184.9,986.1
1,175,378.41,305.91
1,176,671.74,601.79
1,177,853.95,736.44
1,178,905.97,32.98
1,179,378.72,908.49
1,180,585.67,264.67
1,181,295.56,712.09
1,182,208.78,553.12
1,183,239.77,159.37
1,184,732.33,967.58
1,185,310.1,587.03
1,186,20.55,592.47
1,187,43.0,346.6
1,188,898.2,558.04
1,189,200.92,100.9
1,190,15.72,175.85
1,191,715.89,433.04
1,192,138.04,1005.12
1,193,170.28,313.52
1,194,908.54,54.76
1,195,153.09,277.06
1,196,640.25,503.95
1,197,412.44,873.85
1,198,344.16,591.43
1,199,977.2,565.27
1,200,464.59,453.33
1,201,353.49,579.85
1,202,118.64,657.86
1,203,373.94,649.25
1,204,658.49,641.5
1,205,380.73,145.89
1,206,806.34,563.72
1,207,56.4,685.91
1,208,387.38,367.14
1,209,478.37,475.76
1,210,609.67,349.57
1,211,757.18,105.99
1,212,468.15,174.7
1,213,332.55,684.76
1,214,591.52,983.59
1,215,382.87,807.5
1,216,782.2,1012.75
1,217,755.88,347.1
1,218,374.39,476.13
1,219,840.18,228.23
1,220,984.62,407.41
1,221,113.77,599.27
1,222,400.55,165.19
1,223,384.27,391.16
1,224,715.04,688.07
1,225,823.94,927.87
1,226,395.6,898.72
1,227,845.08,824.77
1,228,89.63,790.99
1,229,213.45,381.74
1,230,738.65,387.22
1,231,944.51,111.65
1,232,155.68,63.59
1,233,760.75,184.02
1,234,57.06,553.64
1,235,118.55,473.06
1,236,34.58,537.06
1,237,525.88,143.77
1,238,677.04,513.63
1,239,19.9,854.89
1,240,872.13,584.13
1,241,754.28,976.33
1,242,98.2,366.05
1,243,525.01,834.52
1,244,934.03,185.6
1,245,271.48,845.67
1,246,691.13,881.68
1,247,527.29,83.22
1,248,18.45,632.14
1,249,779.19,613.69
1,250,533.14,987.97
1,251,421.83,47.67
1,252,155.19,764.03
1,253,460.5,965.46
1,254,817.36,758.86
1,255,578.37,874.11
1,256,802.36,138.87
1,257,784.26,820.42
1,258,128.77,222.71
1,259,412.03,765.57
1,260,297.29,396.18
1,261,592.56,788.9
1,262,357.82,276.95
1,263,380.89,217.39
1,264,191.66,321.52
1,265,287.94,958.97
1,266,346.07,963.73
1,267,610.26,233.72
1,268,625.82,157.5
1,269,440.95,154.28
1,270,613.17,496.01
1,271,825.3,13.88
1,272,46.94,619.45
1,273,139.6,780.6
1,274,548.48,639.05
1,275,106.51,235.79
1,276,289.0,335.16
1,277,739.24,655.95
1,278,149.39,524.2
1,279,181.54,812.15
1,280,831.16,625.5
1,281,664.08,404.12
1,282,748.79,811.6
1,283,894.1,143.13
1,284,457.53,483.51
1,285,32.58,247.74
1,286,366.31,852.52
1,287,301.75,325.31
1,288,474.13,620.65
1,289,971.81,356.74
1,290,900.22,811.02
1,291,680.48,994.51
1,292,29.94,43.07
1,293,631.29,961.35
1,294,217.37,558.08
1,295,392.32,902.08
1,296,566.8,102.09
1,297,684.43,325.82
1,298,249.85,440.73
1,299,409.89,313.17
1,300,279.96,916.2
1,301,395.87,242.76
1,302,456.24,354.95
1,303,661.95,210.44
1,304,984.98,216.01
1,305,806.06,759.94
1,306,795.58,676.78
1,307,904.27,322.98
1,308,533.06,898.1
1,309,274.09,881.48
1,310,984.02,38.97
1,311,380.86,317.97
1,312,462.68,603.44
1,313,877.97,91.34
1,314,579.61,994.33
1,315,343.13,85.44
1,316,970.88,26.4
1,317,203.18,923.58
1,318,540.61,309.29
1,319,104.11,553.56
1,320,511.42,637.67
1,321,905.25,167.71
1,322,827.16,320.37
1,323,431.41,661.07
1,324,58.91,581.13
1,325,211.21,538.08
1,326,522.27,663.31
1,327,608.09,372.71
1,328,789.56,244.83
1,329,241.14,293.55
1,330,435.83,410.37
1,331,481.88,569.18
1,332,965.93,365.91
1,333,826.79,405.49
1,334,586.82,712.21
1,335,148.68,761.48
1,336,322.18,906.39
1,337,881.1,834.85
1,338,537.5,887.57
1,339,900.78,802.26
1,340,80.57,472.73
1,341,967.95,117.2
1,342,36.25,91.89
1,343,840.92,386.86
1,344,547.9,817.67
1,345,844.52,946.28
1,346,849.93,830.29
1,347,827.26,752.87
1,348,689.86,118.99
1,349,685.2,117.36
1,350,706.35,561.66
1,351,810.6,902.63
1,352,700.56,968.28
1,353,817.88,774.4
1,354,447.9,114.07
1,355,52.02,935.09
1,356,400.38,418.52
1,357,308.7,95.11
1,358,574.67,257.64
1,359,122.08,479.08
1,360,519.6,707.76
1,361,111.37,575.17
1,362,639.89,921.36
1,363,503.97,276.53
1,364,416.77,49.14
1,365,964.11,622.78
1,366,640.13,861.82
1,367,130.55,484.6
1,368,312.24,87.71
1,369,707.24,480.74
1,370,750.89,47.41
1,371,204.09,323.63
1,372,767.92,383.26
1,373,938.31,968.68
1,374,490.08,431.45
1,375,310.75,347.22
1,376,580.07,389.91
1,377,792.43,188.19
1,378,507.9,132.75
1,379,947.5,478.13
1,380,374.4,407.17
1,381,329.62,139.7
1,382,552.36,805.4
1,383,983.19,587.67
1,384,221.53,425.05
1,385,100.46,870.69
1,386,155.52,621.62
1,387,977.57,708.26
1,388,111.24,829.41
1,389,987.27,194.18
1,390,481.68,128.05
1,391,616.46,295.72
1,392,414.53,845.96
1,393,590.0,734.94
1,394,690.17,45.73
1,395,733.78,586.76
1,396,939.95,483.05
1,397,673.25,137.12
1,398,119.67,317.73
1,399,652.23,162.06
1,400,876.41,463.46
1,401,676.11,979.06
1,402,74.29,619.94
1,403,67.39,213.73
1,404,207.98,655.03
1,405,613.96,285.47
1,406,808.74,813.73
1,407,461.87,176.72
1,408,344.18,628.83
1,409,271.99,152.54
1,410,931.12,663.1
1,411,135.51,368.75
1,412,403.33,429.89
1,413,823.62,319.35
1,414,95.79,429.2
1,415,930.51,275.57
1,416,856.84,255.61
1,417,166.14,841.59
1,418,705.54,529.18
1,419,771.02,793.1
1,420,152.95,9.7
1,421,217.5,653.28
1,422,1009.82,1.93
1,423,58.86,151.29
1,424,800.42,736.2
1,425,30.02,272.51
1,426,282.57,710.58
1,427,553.65,375.53
1,428,683.48,108.94
1,429,582.36,145.9
1,430,11.89,649.97
