Feature,Instance,LocX,LocY
1,1,52.65,462.54
1,2,399.9,275.78
1,3,350.43,352.8
1,4,246.06,271.64
1,5,653.13,158.44
1,6,742.42,846.48
1,7,802.47,911.78
1,8,323.1,802.67
1,9,991.63,54.45
1,10,677.48,637.11
1,11,213.11,40.92
1,12,233.91,132.04
1,13,607.24,751.92
1,14,696.51,602.91
1,15,494.27,722.88
1,16,190.73,539.61
1,17,425.73,806.47
1,18,778.86,732.45
1,19,58.61,457.57
1,20,989.8,817.05
1,21,254.82,281.78
1,22,96.82,145.64
1,23,963.69,554.13
1,24,165.67,608.81
1,25,695.91,835.55
1,26,24.23,558.16
1,27,152.92,74.84
1,28,917.89,210.87
1,29,431.66,503.3
1,30,908.3,842.42
1,31,571.66,141.48
1,32,945.79,397.53
1,33,521.52,941.36
1,34,739.71,706.01
1,35,710.95,44.37
1,36,701.4,739.86
1,37,918.83,52.83
1,38,59.87,37.95
1,39,147.03,547.74
1,40,792.89,386.0
1,41,412.07,53.73
1,42,793.59,851.79
1,43,507.85,973.62
1,44,909.55,136.37
1,45,287.21,529.79
1,46,464.19,831.88
1,47,823.65,661.55
1,48,112.08,741.55
1,49,580.27,5.09
1,50,448.59,824.91
1,51,52.91,570.24
1,52,161.37,297.14
1,53,431.95,707.22
1,54,128.46,940.35
1,55,645.44,54.23
1,56,347.98,479.26
1,57,56.56,293.63
1,58,633.28,513.54
1,59,107.28,519.29
1,60,790.34,429.53
1,61,819.51,773.69
1,62,779.99,782.91
1,63,227.38,574.34
1,64,1004.34,549.04
1,65,851.11,802.78
1,66,909.13,717.25
1,67,124.2,57.82
1,68,707.21,568.17
1,69,81.77,940.68
1,70,312.78,370.63
1,71,441.63,85.65
1,72,640.56,1008.43
1,73,765.31,246.52
1,74,389.03,926.83
1,75,930.27,508.61
1,76,678.64,426.82
1,77,807.28,709.41
1,78,36.01,487.06
1,79,707.34,347.52
1,80,463.19,334.86
1,81,353.32,21.56
1,82,370.88,612.81
1,83,984.82,135.34
1,84,432.89,510.95
1,85,609.14,867.11
1,86,294.04,186.98
1,87,295.53,506.87
1,88,796.95,943.37
1,89,833.86,542.34
1,90,110.71,717.46
1,91,362.34,992.17
1,92,468.17,884.85
1,93,328.03,22.57
1,94,490.78,920.66
1,95,248.09,1003.77
1,96,53.53,57.17
1,97,756.7,844.36
1,98,587.28,947.21
1,99,1005.09,355.0
1,100,795.66,863.21
1,101,393.76,966.26
1,102,610.06,860.0
1,103,86.59,406.67
1,104,747.09,942.4
1,105,914.21,311.95
1,106,633.05,13.66
